InvoiceNo,CustomerName,ProductCategory,OrderDate,ShippingDate,Price,Quantity,Country,TotalAmount
INV-7332,Eve,Books,7/9/2024,7/14/2024,419.8,10,USA,4198
INV-6261,Alice,Beauty,7/21/2024,7/23/2024,234.3,10,Australia,2343
INV-7456,Frank,Clothing,4/11/2024,4/12/2024,155.21,2,Australia,310.42
INV-1068,Diana,Electronics,12/28/2024,1/3/2025,192.11,1,Germany,192.11
INV-2171,Frank,Clothing,7/20/2024,7/26/2024,225.87,6,Germany,1355.22
INV-5828,Diana,Clothing,1/24/2024,1/29/2024,138.44,6,Canada,830.64
INV-9950,Frank,Electronics,3/25/2024,3/30/2024,457.5,4,Australia,1830
INV-2367,Alice,Books,6/24/2024,6/27/2024,261.17,6,Germany,1567.02
INV-1433,Eve,Groceries,7/8/2024,7/10/2024,412.58,8,France,3300.64
INV-1508,Charlie,Clothing,3/30/2024,4/4/2024,281.44,7,Australia,1970.08
INV-8205,Bob,Books,11/11/2024,11/15/2024,254.11,8,Germany,2032.88
INV-4458,Eve,Beauty,4/11/2024,4/16/2024,59.71,4,UK,238.84
INV-3110,Diana,Electronics,12/25/2024,12/29/2024,271.08,3,USA,813.24
INV-1226,Alice,Electronics,7/30/2024,8/6/2024,274.03,4,Australia,1096.12
INV-1137,Charlie,Groceries,4/23/2024,4/29/2024,178.27,2,Australia,356.54
INV-9136,Alice,Books,12/6/2024,12/7/2024,23.14,8,France,185.12
INV-1362,Eve,Beauty,5/20/2024,5/22/2024,191.04,4,Australia,764.16
INV-8948,Frank,Electronics,7/18/2024,7/25/2024,99.05,8,Australia,792.4
INV-9865,Charlie,Beauty,6/14/2024,6/19/2024,49.32,7,Australia,345.24
INV-7667,Frank,Beauty,9/30/2024,10/2/2024,402.94,9,Canada,3626.46
INV-5597,Frank,Toys,8/4/2024,8/10/2024,423.69,6,Australia,2542.14
INV-9748,Charlie,Books,6/26/2024,7/1/2024,120.88,3,France,362.64
INV-3354,Charlie,Toys,7/4/2024,7/11/2024,301.82,2,Germany,603.64
INV-7521,Frank,Clothing,5/12/2024,5/18/2024,125.49,8,France,1003.92
INV-1132,Diana,Books,4/26/2024,4/30/2024,246.43,5,France,1232.15
INV-8133,Bob,Clothing,1/24/2024,1/29/2024,202.2,5,USA,1011
INV-4272,Frank,Clothing,11/9/2024,11/13/2024,58.6,3,France,175.8
INV-2898,Diana,Groceries,9/30/2024,10/6/2024,392.15,10,Germany,3921.5
INV-3340,Diana,Toys,9/9/2024,9/16/2024,53.04,1,UK,53.04
INV-1614,Bob,Toys,3/21/2024,3/27/2024,244.81,2,France,489.62
INV-1516,Alice,Groceries,5/3/2024,5/8/2024,388.36,8,Canada,3106.88
INV-5713,Frank,Clothing,7/2/2024,7/3/2024,375.44,6,USA,2252.64
INV-5127,Eve,Books,8/15/2024,8/17/2024,466.97,3,Canada,1400.91
INV-4148,Eve,Books,12/25/2024,1/1/2025,364.61,6,Germany,2187.66
INV-4752,Alice,Beauty,7/26/2024,7/31/2024,232.5,6,Australia,1395
INV-1000,Diana,Clothing,6/2/2024,6/9/2024,317.17,3,USA,951.51
INV-6032,Frank,Toys,5/13/2024,5/19/2024,379.57,1,Canada,379.57
INV-9552,Alice,Groceries,4/13/2024,4/15/2024,52.96,5,USA,264.8
INV-2725,Alice,Groceries,10/11/2024,10/16/2024,300.15,10,Australia,3001.5
INV-6177,Eve,Groceries,3/6/2024,3/9/2024,478.55,7,USA,3349.85
INV-7425,Diana,Toys,2/22/2024,2/23/2024,71.61,3,Canada,214.83
INV-1739,Eve,Electronics,4/28/2024,4/30/2024,89.48,10,UK,894.8
INV-3622,Alice,Books,7/2/2024,7/7/2024,21.39,4,France,85.56
INV-9224,Alice,Beauty,5/20/2024,5/23/2024,200.64,7,Australia,1404.48
INV-2376,Eve,Books,12/30/2024,1/1/2025,409.64,5,UK,2048.2
INV-8042,Frank,Toys,4/5/2024,4/7/2024,377.77,5,Canada,1888.85
INV-2416,Frank,Toys,8/27/2024,8/31/2024,337.24,9,France,3035.16
INV-3174,Bob,Toys,12/13/2024,12/19/2024,192.64,7,Canada,1348.48
INV-8869,Charlie,Groceries,7/1/2024,7/7/2024,133.02,7,USA,931.14
INV-3466,Charlie,Electronics,3/16/2024,3/20/2024,124.12,1,UK,124.12
INV-7261,Alice,Groceries,10/18/2024,10/20/2024,490.01,2,France,980.02
INV-1769,Charlie,Electronics,4/3/2024,4/10/2024,243.85,1,UK,243.85
INV-2788,Eve,Books,5/8/2024,5/13/2024,402.52,4,France,1610.08
INV-1024,Diana,Beauty,10/25/2024,10/26/2024,65.65,10,France,656.5
INV-7926,Alice,Clothing,12/12/2024,12/13/2024,139.23,6,USA,835.38
INV-4942,Bob,Beauty,11/14/2024,11/18/2024,209.96,7,Canada,1469.72
INV-6665,Charlie,Clothing,11/27/2024,11/30/2024,414.99,2,France,829.98
INV-5010,Eve,Groceries,10/5/2024,10/12/2024,365.74,1,UK,365.74
INV-3233,Bob,Beauty,10/8/2024,10/12/2024,377.18,3,Germany,1131.54
INV-5608,Eve,Electronics,3/26/2024,4/2/2024,385.02,8,France,3080.16
INV-1002,Diana,Books,2/12/2024,2/14/2024,198.76,9,Germany,1788.84
INV-6702,Charlie,Toys,1/25/2024,1/29/2024,461.34,9,UK,4152.06
INV-7814,Charlie,Electronics,4/3/2024,4/10/2024,161.43,9,Canada,1452.87
INV-8607,Eve,Books,1/29/2024,2/2/2024,345.63,2,Germany,691.26
INV-9508,Charlie,Toys,9/1/2024,9/4/2024,421.95,8,Canada,3375.6
,Charlie,Clothing,7/18/2024,7/25/2024,174.64,4,Germany,698.56
INV-1468,Bob,Beauty,5/11/2024,5/14/2024,238.53,10,Australia,2385.3
INV-3716,Charlie,Books,8/16/2024,8/17/2024,351.26,5,Germany,1756.3
INV-9772,Bob,Toys,5/28/2024,6/2/2024,363.85,10,Germany,3638.5
INV-2696,Diana,Toys,6/2/2024,6/6/2024,106.16,1,Canada,106.16
INV-2739,Frank,Beauty,1/4/2024,1/7/2024,383.24,4,Australia,1532.96
INV-3543,Diana,Electronics,8/15/2024,8/16/2024,179.35,5,UK,896.75
INV-6778,Charlie,Toys,1/9/2024,1/14/2024,165.72,1,Germany,165.72
INV-1423,Alice,Beauty,7/9/2024,7/14/2024,34.98,3,UK,104.94
INV-1306,Bob,Clothing,2/13/2024,2/18/2024,379.77,6,USA,2278.62
INV-1840,Eve,Beauty,7/2/2024,7/3/2024,316.81,7,UK,2217.67
INV-5771,Bob,Books,8/4/2024,8/6/2024,276.1,2,USA,552.2
INV-1355,Frank,Beauty,5/16/2024,5/20/2024,16.54,10,Australia,165.4
INV-9022,Bob,Clothing,7/19/2024,7/25/2024,174.4,4,USA,697.6
INV-8800,Eve,Beauty,5/30/2024,6/4/2024,182.77,1,France,182.77
INV-2735,Bob,Electronics,10/20/2024,10/21/2024,325.06,7,Canada,2275.42
INV-5500,Charlie,Books,9/8/2024,9/11/2024,86.59,6,USA,519.54
INV-8709,Charlie,Books,9/25/2024,10/2/2024,164.19,6,Germany,985.14
INV-6363,Frank,Electronics,6/25/2024,6/26/2024,376.84,4,Germany,1507.36
INV-6367,Bob,Beauty,2/3/2024,2/6/2024,439.41,8,USA,3515.28
INV-4117,Bob,Beauty,11/9/2024,11/13/2024,243.53,9,USA,2191.77
INV-4264,Alice,Clothing,3/24/2024,3/29/2024,443.32,3,USA,1329.96
INV-4432,Frank,Clothing,9/10/2024,9/16/2024,238.73,8,UK,1909.84
INV-1327,Diana,Books,5/19/2024,5/25/2024,280.1,2,Australia,560.2
INV-6673,Bob,Groceries,9/11/2024,9/16/2024,130.21,2,Australia,260.42
INV-3264,Charlie,Books,5/13/2024,5/15/2024,173.21,2,USA,346.42
INV-3952,Diana,Electronics,8/18/2024,8/19/2024,383.66,5,USA,1918.3
INV-7731,Eve,Toys,7/2/2024,7/4/2024,337.56,10,Canada,3375.6
INV-9249,Alice,Toys,8/13/2024,8/16/2024,489.43,1,Australia,489.43
INV-3918,Diana,Electronics,6/16/2024,6/20/2024,89.3,4,Canada,357.2
INV-9260,Frank,Clothing,1/11/2024,1/15/2024,308.46,7,Canada,2159.22
INV-9357,Frank,Groceries,12/15/2024,12/21/2024,250.19,3,France,750.57
INV-5567,Charlie,Toys,3/4/2024,3/5/2024,10.37,10,UK,103.7
INV-3136,Diana,Groceries,10/31/2024,11/2/2024,209.22,3,France,627.66
INV-7094,Charlie,Books,3/26/2024,3/28/2024,418.12,5,USA,2090.6
INV-1103,Diana,Toys,4/20/2024,4/27/2024,141.14,3,UK,423.42
INV-6590,Alice,Electronics,12/2/2024,12/6/2024,59.37,4,Germany,237.48
INV-4500,Eve,Toys,10/28/2024,11/2/2024,306.4,5,USA,1532
INV-4105,Charlie,Groceries,1/22/2024,1/26/2024,33.23,9,France,299.07
INV-3301,Eve,Toys,7/19/2024,7/20/2024,368.58,3,France,1105.74
INV-9413,Charlie,Electronics,3/14/2024,3/21/2024,138.3,4,Canada,553.2
INV-5205,Eve,Toys,11/15/2024,11/17/2024,329.31,10,UK,3293.1
INV-5561,Diana,Groceries,3/14/2024,3/17/2024,55.78,4,France,223.12
INV-6157,Charlie,Books,3/9/2024,3/13/2024,343.91,5,Germany,1719.55
INV-6572,Diana,Groceries,9/7/2024,9/8/2024,444.39,1,Australia,444.39
INV-2377,Frank,Electronics,2/19/2024,2/26/2024,291.73,8,Australia,2333.84
INV-6080,Alice,Groceries,4/22/2024,4/29/2024,145.27,7,France,1016.89
INV-6850,Eve,Beauty,12/22/2024,12/23/2024,94.13,6,Australia,564.78
INV-9408,Eve,Books,10/31/2024,11/7/2024,349.8,5,Germany,1749
INV-1303,Alice,Books,2/6/2024,2/9/2024,425.69,5,France,2128.45
INV-5167,Eve,Beauty,5/18/2024,5/19/2024,26.3,6,Australia,157.8
INV-5451,Diana,Electronics,7/6/2024,7/12/2024,296.06,2,UK,592.12
INV-9356,Charlie,Toys,7/20/2024,7/22/2024,135.2,1,Canada,135.2
INV-8666,Frank,Electronics,2/6/2024,2/10/2024,218.37,10,France,2183.7
INV-7665,Charlie,Beauty,12/1/2024,12/8/2024,101.62,3,Australia,304.86
INV-9738,Charlie,Electronics,3/22/2024,3/23/2024,135.69,3,USA,407.07
INV-4177,Bob,Books,9/21/2024,9/22/2024,258.13,7,USA,1806.91
INV-2508,Diana,Clothing,1/23/2024,1/28/2024,20.13,2,Germany,40.26
INV-2968,Charlie,Beauty,9/17/2024,9/24/2024,48.59,7,Australia,340.13
INV-9454,Diana,Clothing,5/11/2024,5/13/2024,42.11,5,Australia,210.55
INV-8917,Charlie,Beauty,9/4/2024,9/5/2024,208.27,6,France,1249.62
INV-5499,Frank,Groceries,9/19/2024,9/23/2024,245.77,3,France,737.31
INV-1481,Diana,Beauty,6/27/2024,6/30/2024,131.51,1,France,131.51
INV-5696,Charlie,Clothing,10/28/2024,11/4/2024,27.76,9,Australia,249.84
INV-7975,Bob,Toys,8/1/2024,8/8/2024,143.23,1,UK,143.23
INV-3874,Bob,Clothing,6/22/2024,6/29/2024,290.29,10,Germany,2902.9
INV-8201,Diana,Toys,8/25/2024,8/31/2024,221.59,9,France,1994.31
INV-7560,Diana,Electronics,2/1/2024,2/7/2024,44.22,1,UK,44.22
INV-1277,Alice,Groceries,9/6/2024,9/13/2024,249.28,8,Germany,1994.24
INV-5304,Alice,Groceries,3/18/2024,3/25/2024,379.21,3,Australia,1137.63
INV-4049,Charlie,Clothing,1/8/2024,1/9/2024,222.72,5,UK,1113.6
INV-3345,Alice,Groceries,10/10/2024,10/14/2024,326.2,2,UK,652.4
INV-6810,Frank,Electronics,4/14/2024,4/19/2024,322.35,3,USA,967.05
INV-4417,Frank,Beauty,8/30/2024,9/2/2024,317.19,2,France,634.38
INV-9898,Bob,Clothing,6/17/2024,6/19/2024,7.1,4,UK,28.4
INV-4724,Eve,Clothing,8/7/2024,8/11/2024,494.3,9,UK,4448.7
INV-4144,Bob,Beauty,5/1/2024,5/5/2024,305.1,8,USA,2440.8
INV-7040,Frank,Beauty,5/13/2024,5/14/2024,261.79,10,Canada,2617.9
INV-8750,Diana,Electronics,5/13/2024,5/17/2024,189.24,1,Germany,189.24
INV-5718,Charlie,Books,10/15/2024,10/16/2024,221.55,9,France,1993.95
INV-3853,Frank,Clothing,12/17/2024,12/21/2024,249.51,10,UK,2495.1
INV-5577,Bob,Toys,5/21/2024,5/24/2024,182.74,10,USA,1827.4
INV-6871,Diana,Beauty,5/26/2024,5/28/2024,472.37,4,USA,1889.48
INV-3881,Alice,Toys,2/14/2024,2/19/2024,214.88,5,France,1074.4
INV-1927,Frank,Toys,4/13/2024,4/19/2024,388.19,10,Canada,3881.9
INV-7709,Eve,Electronics,2/3/2024,2/9/2024,384.41,1,France,384.41
INV-6332,Charlie,Clothing,2/25/2024,3/1/2024,300.08,3,France,900.24
INV-7618,Frank,Electronics,5/28/2024,6/3/2024,401.05,5,Germany,2005.25
INV-8791,Frank,Books,12/2/2024,12/6/2024,496.78,5,Australia,2483.9
INV-4268,Alice,Toys,12/30/2024,1/1/2025,245.97,3,Australia,737.91
INV-8006,Bob,Beauty,4/1/2024,4/8/2024,195.37,4,UK,781.48
INV-7756,Bob,Books,7/5/2024,7/6/2024,131.8,1,Canada,131.8
INV-8205,Diana,Beauty,3/31/2024,4/3/2024,285.87,3,UK,857.61
INV-8652,Bob,Clothing,10/20/2024,10/25/2024,341.61,7,Germany,2391.27
INV-2564,Eve,Books,4/17/2024,4/24/2024,59.91,6,USA,359.46
INV-6861,Diana,Beauty,6/26/2024,6/29/2024,485.78,6,Germany,2914.68
INV-5019,Diana,Toys,11/30/2024,12/2/2024,31.99,6,Australia,191.94
INV-9668,Bob,Beauty,11/16/2024,11/20/2024,170.5,9,France,1534.5
INV-1143,Diana,Electronics,1/12/2024,1/17/2024,191.55,9,Germany,1723.95
INV-9757,Eve,Electronics,11/20/2024,11/23/2024,438.51,4,Canada,1754.04
INV-2426,Diana,Books,4/8/2024,4/13/2024,78.39,6,France,470.34
INV-6432,Charlie,Groceries,5/18/2024,5/21/2024,139.87,7,Germany,979.09
INV-5415,Bob,Electronics,4/15/2024,4/18/2024,350.94,8,USA,2807.52
INV-3351,Charlie,Books,4/1/2024,4/8/2024,281.69,6,USA,1690.14
INV-1204,Charlie,Clothing,6/4/2024,6/8/2024,136.32,10,France,1363.2
INV-1111,Charlie,Clothing,4/25/2024,4/26/2024,477.76,6,Germany,2866.56
INV-3879,Eve,Beauty,11/15/2024,11/21/2024,414.08,3,Germany,1242.24
INV-5749,Diana,Electronics,4/15/2024,4/20/2024,176.09,2,Canada,352.18
INV-4828,Diana,Clothing,12/18/2024,12/22/2024,260.52,6,UK,1563.12
INV-5588,Bob,Books,4/19/2024,4/26/2024,251.84,1,France,251.84
INV-9395,Bob,Groceries,8/28/2024,9/2/2024,442.71,10,Australia,4427.1
INV-1201,Alice,Books,1/4/2024,1/7/2024,97.46,6,Germany,584.76
INV-3884,Eve,Beauty,11/2/2024,11/7/2024,408.42,10,France,4084.2
INV-9647,Frank,Toys,7/30/2024,7/31/2024,98.26,1,USA,98.26
INV-8184,Charlie,Books,3/20/2024,3/21/2024,319.91,4,Germany,1279.64
INV-2107,Alice,Toys,10/11/2024,10/14/2024,234.63,3,Canada,703.89
INV-9647,Frank,Clothing,4/17/2024,4/18/2024,385.01,9,Australia,3465.09
INV-9228,Charlie,Toys,6/27/2024,7/4/2024,379.67,1,Australia,379.67
INV-7203,Frank,Groceries,12/29/2024,12/31/2024,471.11,8,France,3768.88
INV-7658,Frank,Groceries,1/4/2024,1/9/2024,51.26,1,Australia,51.26
INV-5521,Eve,Electronics,8/24/2024,8/30/2024,251.55,4,Germany,1006.2
INV-9132,Diana,Books,10/31/2024,11/4/2024,33.09,1,USA,33.09
INV-2528,Diana,Beauty,10/16/2024,10/22/2024,431.45,3,Germany,1294.35
INV-1060,Alice,Clothing,3/22/2024,3/24/2024,159.41,8,USA,1275.28
INV-3216,Eve,Groceries,1/12/2024,1/16/2024,331.57,4,Australia,1326.28
INV-7640,Alice,Electronics,5/2/2024,5/9/2024,467.28,10,Germany,4672.8
INV-1082,Charlie,Clothing,12/14/2024,12/18/2024,318.52,1,Australia,318.52
INV-6473,Bob,Beauty,9/3/2024,9/7/2024,179.84,2,Germany,359.68
INV-7600,Frank,Beauty,5/12/2024,5/14/2024,141.13,3,Germany,423.39
INV-6825,Alice,Books,3/15/2024,3/18/2024,167.05,,UK,835.25
INV-1374,Frank,Toys,6/15/2024,6/22/2024,494.39,2,UK,988.78
INV-3452,Frank,Books,7/6/2024,7/13/2024,208.83,1,Germany,208.83
INV-9834,Bob,Beauty,12/25/2024,12/29/2024,448.56,5,USA,2242.8
INV-6321,Diana,Clothing,6/1/2024,6/5/2024,68.21,1,Germany,68.21
INV-2052,Alice,Electronics,1/17/2024,1/18/2024,126.71,4,Canada,506.84
INV-9127,Diana,Books,3/2/2024,3/4/2024,240.19,5,Australia,1200.95
INV-4707,Eve,Clothing,9/1/2024,9/2/2024,94.74,6,USA,568.44
INV-9959,Charlie,Clothing,10/9/2024,10/13/2024,255.14,,USA,2551.4
INV-1906,Diana,Toys,10/7/2024,10/14/2024,278.84,3,Germany,836.52
INV-8757,Bob,Books,4/8/2024,4/14/2024,186.47,1,USA,186.47
INV-4287,Bob,Electronics,10/6/2024,10/7/2024,244.24,3,France,732.72
INV-9047,Eve,Beauty,10/24/2024,10/28/2024,310.89,8,Canada,2487.12
INV-5715,Frank,Toys,9/13/2024,9/14/2024,255.57,6,France,1533.42
INV-8703,Diana,Groceries,2/21/2024,2/23/2024,155.37,3,Australia,466.11
INV-1161,Frank,Clothing,5/22/2024,5/26/2024,439.72,4,France,1758.88
INV-8425,Diana,Toys,4/16/2024,4/17/2024,187.14,7,Germany,1309.98
INV-2473,Charlie,Clothing,10/12/2024,10/18/2024,6.82,3,Canada,20.46
INV-8790,Eve,Beauty,10/22/2024,10/27/2024,241.71,8,Australia,1933.68
INV-5688,Charlie,Electronics,8/24/2024,8/31/2024,337.42,9,Canada,3036.78
INV-9549,Alice,Electronics,4/3/2024,4/7/2024,36.22,4,UK,144.88
INV-2297,Frank,Beauty,5/3/2024,5/7/2024,417.47,2,France,834.94
INV-5210,Bob,Beauty,11/6/2024,11/11/2024,448.88,5,Germany,2244.4
INV-5651,Bob,Clothing,5/9/2024,5/10/2024,136.88,9,UK,1231.92
INV-3911,Eve,Toys,1/15/2024,1/18/2024,438.65,4,USA,1754.6
INV-6613,Eve,Beauty,10/21/2024,10/25/2024,446.13,10,UK,4461.3
INV-2066,Bob,Clothing,1/3/2024,1/10/2024,275.34,9,USA,2478.06
INV-1647,Bob,Electronics,7/15/2024,7/20/2024,464.82,3,Germany,1394.46
INV-8309,Frank,Toys,10/14/2024,10/21/2024,375.76,10,Canada,3757.6
INV-8237,Diana,Clothing,2/23/2024,2/27/2024,342.07,10,USA,3420.7
INV-5630,Charlie,Toys,7/2/2024,7/7/2024,443.71,9,Germany,3993.39
INV-9147,Frank,Clothing,5/4/2024,5/11/2024,451.09,7,UK,3157.63
INV-9195,Diana,Groceries,9/27/2024,10/1/2024,403.9,6,UK,2423.4
INV-4528,Eve,Electronics,10/3/2024,10/10/2024,297.8,10,Australia,2978
INV-1582,Charlie,Books,8/14/2024,8/16/2024,196.35,8,USA,1570.8
INV-1376,Diana,Electronics,7/19/2024,7/22/2024,297.59,1,Australia,297.59
INV-7525,Frank,Toys,10/19/2024,10/21/2024,436,8,USA,3488
INV-6913,Charlie,Beauty,11/6/2024,11/12/2024,409.64,2,Germany,819.28
INV-4841,Bob,Beauty,5/6/2024,5/9/2024,46.85,3,UK,140.55
INV-1888,Alice,Clothing,2/16/2024,2/19/2024,127.3,1,UK,127.3
INV-9159,Alice,Toys,7/12/2024,7/18/2024,382.1,2,France,764.2
INV-9218,Eve,Groceries,3/15/2024,3/16/2024,398.01,5,UK,1990.05
INV-7047,Bob,Books,9/9/2024,9/10/2024,366.02,1,Australia,366.02
INV-4895,Frank,Beauty,12/24/2024,12/31/2024,5.11,10,Canada,51.1
INV-9116,Alice,Toys,4/29/2024,4/30/2024,76.34,3,UK,229.02
INV-2612,Bob,Beauty,1/30/2024,2/2/2024,395.68,7,Australia,2769.76
INV-8123,Eve,Toys,4/23/2024,4/29/2024,174.81,6,Canada,1048.86
INV-3382,Charlie,Clothing,7/16/2024,7/21/2024,223.27,1,Canada,223.27
INV-6672,Frank,Clothing,12/19/2024,12/22/2024,472.56,6,USA,2835.36
INV-2382,Diana,Books,3/24/2024,3/27/2024,138.43,3,France,415.29
INV-5734,Bob,Groceries,12/26/2024,12/29/2024,334.87,7,USA,2344.09
INV-3150,Eve,Clothing,9/12/2024,9/17/2024,235.5,3,USA,706.5
INV-6793,Alice,Electronics,3/13/2024,3/18/2024,97.17,6,Australia,583.02
INV-1888,Frank,Toys,2/13/2024,2/18/2024,288.44,7,France,2019.08
INV-2906,Diana,Groceries,1/15/2024,1/17/2024,54.59,8,France,436.72
INV-5324,Alice,Electronics,4/11/2024,4/13/2024,129.35,10,France,1293.5
INV-4291,Alice,Beauty,7/21/2024,7/27/2024,423.62,1,Canada,423.62
INV-8645,Diana,Toys,5/18/2024,5/22/2024,242.51,9,USA,2182.59
INV-1919,Eve,Clothing,2/27/2024,3/5/2024,204.97,1,UK,204.97
INV-9448,Diana,Toys,7/14/2024,7/21/2024,278.39,10,Germany,2783.9
INV-3696,Diana,Books,10/10/2024,10/11/2024,418.27,3,France,1254.81
INV-2011,Bob,Groceries,4/28/2024,5/3/2024,69.83,5,Germany,349.15
INV-8186,Eve,Books,1/9/2024,1/13/2024,32.11,1,Germany,32.11
INV-1008,Charlie,Electronics,3/6/2024,3/13/2024,156.97,3,Australia,470.91
INV-5119,Alice,Electronics,3/9/2024,3/15/2024,471.77,2,Germany,943.54
INV-5110,Bob,Beauty,4/21/2024,4/23/2024,347.3,4,UK,1389.2
INV-7500,Frank,Electronics,8/16/2024,8/18/2024,400.83,5,France,2004.15
INV-8089,Charlie,Electronics,10/16/2024,10/17/2024,86.59,6,Australia,519.54
INV-7677,Diana,Beauty,12/12/2024,12/17/2024,327.23,9,Australia,2945.07
INV-4291,Frank,,10/23/2024,10/30/2024,213.12,6,France,1278.72
INV-7977,Eve,Beauty,2/16/2024,2/17/2024,181.25,10,Australia,1812.5
INV-7691,Frank,Beauty,6/6/2024,6/13/2024,166.08,3,USA,498.24
INV-4279,Bob,Electronics,7/29/2024,8/5/2024,331.57,7,Australia,2320.99
INV-3622,Eve,Electronics,10/12/2024,10/15/2024,267.58,8,UK,2140.64
INV-7227,Alice,Beauty,10/17/2024,10/22/2024,237.09,3,Germany,711.27
INV-4644,Charlie,Books,11/10/2024,11/14/2024,348.03,6,France,2088.18
INV-7571,Diana,Groceries,9/28/2024,10/2/2024,419.63,4,UK,1678.52
INV-7995,Eve,Beauty,5/28/2024,6/3/2024,132.06,9,UK,1188.54
INV-3120,Charlie,Clothing,11/9/2024,11/16/2024,361.5,7,Australia,2530.5
INV-7615,Frank,Clothing,1/6/2024,1/10/2024,398.93,8,USA,3191.44
INV-4846,Diana,Clothing,4/20/2024,4/22/2024,266.59,7,USA,1866.13
INV-1568,Frank,Toys,9/9/2024,9/15/2024,145.03,1,UK,145.03
INV-9937,Charlie,Clothing,11/23/2024,11/24/2024,437.62,1,,437.62
INV-6043,Bob,Books,7/15/2024,7/20/2024,472.83,7,UK,3309.81
INV-5233,Eve,Groceries,6/29/2024,7/2/2024,89.81,9,France,808.29
INV-7380,Alice,Books,7/3/2024,7/9/2024,432.52,5,Canada,2162.6
INV-8523,Diana,Books,1/4/2024,1/7/2024,366.06,5,France,1830.3
INV-2524,Frank,Books,7/19/2024,7/23/2024,108.94,5,Australia,544.7
INV-7141,Alice,Electronics,7/16/2024,7/21/2024,158.04,4,USA,632.16
INV-8097,Frank,Groceries,6/22/2024,6/27/2024,96.67,9,France,870.03
INV-3256,Bob,Electronics,4/27/2024,5/2/2024,88.58,5,UK,442.9
INV-9557,Bob,Groceries,6/4/2024,6/10/2024,321.87,10,USA,3218.7
INV-2294,Eve,Toys,2/24/2024,2/29/2024,69.61,5,UK,348.05
INV-9365,Eve,Toys,2/6/2024,2/12/2024,331.96,5,Canada,1659.8
INV-2818,Bob,Clothing,1/24/2024,1/31/2024,45.91,3,Canada,137.73
INV-8025,Eve,Books,5/26/2024,5/29/2024,90.48,6,UK,542.88
INV-7780,Charlie,Beauty,9/30/2024,10/6/2024,144.33,7,UK,1010.31
INV-2813,Bob,Electronics,1/15/2024,1/17/2024,312.53,10,UK,3125.3
INV-4434,Eve,Beauty,5/18/2024,5/20/2024,218.1,5,UK,
INV-6945,Diana,Clothing,10/25/2024,11/1/2024,37.22,2,Canada,74.44
INV-3101,Bob,Groceries,12/27/2024,1/3/2025,452.7,2,Canada,905.4
INV-8577,Bob,Toys,9/26/2024,10/2/2024,128.5,2,Australia,257
INV-5391,Charlie,Books,7/31/2024,8/2/2024,248.43,7,Canada,1739.01
INV-9581,Eve,Electronics,6/30/2024,7/3/2024,111.06,2,USA,222.12
INV-2865,Alice,Beauty,7/22/2024,7/28/2024,193.56,10,Australia,1935.6
INV-7897,Diana,Beauty,11/3/2024,11/8/2024,89.05,7,France,623.35
INV-6041,Eve,Groceries,7/8/2024,7/14/2024,48,10,France,480
INV-8607,Alice,Books,11/4/2024,11/7/2024,448.34,7,USA,3138.38
INV-4341,Charlie,Electronics,8/25/2024,9/1/2024,415.74,5,France,2078.7
INV-7491,Frank,Groceries,12/22/2024,12/23/2024,322.74,2,Canada,645.48
INV-2055,Alice,Electronics,10/14/2024,10/21/2024,350.29,4,USA,1401.16
INV-2282,Alice,Books,3/19/2024,3/23/2024,178.98,10,USA,1789.8
INV-9453,Alice,Groceries,6/7/2024,6/12/2024,284.97,9,Australia,2564.73
INV-7821,Bob,Books,1/25/2024,1/30/2024,247.79,3,Germany,743.37
INV-7392,Eve,Groceries,2/4/2024,2/6/2024,92.37,4,USA,369.48
INV-3446,Frank,Beauty,10/22/2024,10/29/2024,402.06,6,France,2412.36
INV-4049,Diana,Toys,2/14/2024,2/17/2024,44.61,1,France,44.61
INV-1836,Charlie,Toys,9/23/2024,9/26/2024,463.24,4,Canada,1852.96
INV-9407,Charlie,Beauty,8/2/2024,8/7/2024,91.57,10,USA,915.7
INV-8966,Bob,Clothing,8/19/2024,8/20/2024,295.92,7,France,2071.44
INV-7384,Eve,Beauty,3/14/2024,3/16/2024,55.24,6,Canada,331.44
INV-9021,Frank,Electronics,1/12/2024,1/13/2024,482.87,5,France,2414.35
INV-1809,Charlie,Toys,3/19/2024,3/24/2024,356.88,2,USA,713.76
INV-9269,Eve,Groceries,10/18/2024,10/25/2024,433.91,3,Australia,1301.73
INV-3096,Diana,Groceries,3/3/2024,3/8/2024,249.68,6,Germany,1498.08
INV-4737,Alice,Beauty,6/25/2024,7/1/2024,236.21,8,Germany,1889.68
INV-3228,Frank,Clothing,1/16/2024,1/21/2024,215.72,10,Canada,2157.2
INV-3937,Frank,Beauty,8/21/2024,8/25/2024,99.25,1,UK,99.25
INV-9304,Eve,Groceries,9/21/2024,9/24/2024,463.34,9,Canada,4170.06
INV-8637,Eve,Groceries,8/21/2024,8/26/2024,286.34,6,Canada,1718.04
INV-5215,Bob,Toys,5/21/2024,5/26/2024,464.43,3,Germany,1393.29
INV-9616,Alice,Electronics,10/31/2024,11/1/2024,385.03,10,Australia,3850.3
INV-1931,Bob,Beauty,3/21/2024,3/24/2024,171,4,UK,684
INV-7293,Frank,Books,5/12/2024,5/18/2024,294.12,7,Australia,2058.84
INV-7137,Alice,Toys,7/6/2024,7/10/2024,175.27,7,France,1226.89
