InvoiceNo,CustomerName,ProductCategory,OrderDate,ShippingDate,Price,Quantity,Country,TotalAmount
INV-2171,Frank,Clothing,2024-07-20,2024-07-26,225.87,6,Germany,1355.22
INV-5828,Diana,Clothing,2024-01-24,2024-01-29,138.44,6,Canada,830.64
INV-9950,Frank,Electronics,2024-03-25,2024-03-30,457.5,4,Australia,1830.0
INV-2367,Alice,Books,2024-06-24,2024-06-27,261.17,6,Germany,1567.02
INV-1433,Eve,Groceries,2024-07-08,2024-07-10,412.58,8,France,3300.64
INV-1508,Charlie,Clothing,2024-03-30,2024-04-04,281.44,7,Australia,1970.08
INV-8205,Bob,Books,2024-11-11,2024-11-15,254.11,8,Germany,2032.88
INV-4458,Eve,Beauty,2024-04-11,2024-04-16,59.71,4,UK,238.84
INV-3110,Diana,Electronics,2024-12-25,2024-12-29,271.08,3,USA,813.24
INV-1226,Alice,Electronics,2024-07-30,2024-08-06,274.03,4,Australia,1096.12
INV-1137,Charlie,Groceries,2024-04-23,2024-04-29,178.27,2,Australia,356.54
INV-9136,Alice,Books,2024-12-06,2024-12-07,23.14,8,France,185.12
INV-1362,Eve,Beauty,2024-05-20,2024-05-22,191.04,4,Australia,764.16
INV-8948,Frank,Electronics,2024-07-18,2024-07-25,99.05,8,Australia,792.4
INV-9865,Charlie,Beauty,2024-06-14,2024-06-19,49.32,7,Australia,345.24
INV-7667,Frank,Beauty,2024-09-30,2024-10-02,402.94,9,Canada,3626.46
INV-5597,Frank,Toys,2024-08-04,2024-08-10,423.69,6,Australia,2542.14
INV-9748,Charlie,Books,2024-06-26,2024-07-01,120.88,3,France,362.64
INV-3354,Charlie,Toys,2024-07-04,2024-07-11,301.82,2,Germany,603.64
INV-7521,Frank,Clothing,2024-05-12,2024-05-18,125.49,8,France,1003.92
INV-1132,Diana,Books,2024-04-26,2024-04-30,246.43,5,France,1232.15
INV-8133,Bob,Clothing,2024-01-24,2024-01-29,202.2,5,USA,1011.0
INV-4272,Frank,Clothing,2024-11-09,2024-11-13,58.6,3,France,175.8
INV-2898,Diana,Groceries,2024-09-30,2024-10-06,392.15,10,Germany,3921.5
INV-3340,Diana,Toys,2024-09-09,2024-09-16,53.04,1,UK,53.04
INV-1614,Bob,Toys,2024-03-21,2024-03-27,244.81,2,France,489.62
INV-1516,Alice,Groceries,2024-05-03,2024-05-08,388.36,8,Canada,3106.88
INV-5713,Frank,Clothing,2024-07-02,2024-07-03,375.44,6,USA,2252.64
INV-5127,Eve,Books,2024-08-15,2024-08-17,466.97,3,Canada,1400.91
INV-4148,Eve,Books,2024-12-25,2025-01-01,364.61,6,Germany,2187.66
INV-4752,Alice,Beauty,2024-07-26,2024-07-31,232.5,6,Australia,1395.0
INV-1000,Diana,Clothing,2024-06-02,2024-06-09,317.17,3,USA,951.51
INV-6032,Frank,Toys,2024-05-13,2024-05-19,379.57,1,Canada,379.57
INV-9552,Alice,Groceries,2024-04-13,2024-04-15,52.96,5,USA,264.8
INV-2725,Alice,Groceries,2024-10-11,2024-10-16,300.15,10,Australia,3001.5
INV-6177,Eve,Groceries,2024-03-06,2024-03-09,478.55,7,USA,3349.85
INV-7425,Diana,Toys,2024-02-22,2024-02-23,71.61,3,Canada,214.83
INV-1739,Eve,Electronics,2024-04-28,2024-04-30,89.48,10,UK,894.8
INV-3622,Alice,Books,2024-07-02,2024-07-07,21.39,4,France,85.56
INV-9224,Alice,Beauty,2024-05-20,2024-05-23,200.64,7,Australia,1404.48
INV-2376,Eve,Books,2024-12-30,2025-01-01,409.64,5,UK,2048.2
INV-8042,Frank,Toys,2024-04-05,2024-04-07,377.77,5,Canada,1888.85
INV-2416,Frank,Toys,2024-08-27,2024-08-31,337.24,9,France,3035.16
INV-3174,Bob,Toys,2024-12-13,2024-12-19,192.64,7,Canada,1348.48
INV-8869,Charlie,Groceries,2024-07-01,2024-07-07,133.02,7,USA,931.14
INV-3466,Charlie,Electronics,2024-03-16,2024-03-20,124.12,1,UK,124.12
INV-7261,Alice,Groceries,2024-10-18,2024-10-20,490.01,2,France,980.02
INV-1769,Charlie,Electronics,2024-04-03,2024-04-10,243.85,1,UK,243.85
INV-2788,Eve,Books,2024-05-08,2024-05-13,402.52,4,France,1610.08
INV-1024,Diana,Beauty,2024-10-25,2024-10-26,65.65,10,France,656.5
INV-7926,Alice,Clothing,2024-12-12,2024-12-13,139.23,6,USA,835.38
INV-4942,Bob,Beauty,2024-11-14,2024-11-18,209.96,7,Canada,1469.72
INV-6665,Charlie,Clothing,2024-11-27,2024-11-30,414.99,2,France,829.98
INV-5010,Eve,Groceries,2024-10-05,2024-10-12,365.74,1,UK,365.74
INV-3233,Bob,Beauty,2024-10-08,2024-10-12,377.18,3,Germany,1131.54
INV-5608,Eve,Electronics,2024-03-26,2024-04-02,385.02,8,France,3080.16
INV-1002,Diana,Books,2024-02-12,2024-02-14,198.76,9,Germany,1788.84
INV-6702,Charlie,Toys,2024-01-25,2024-01-29,461.34,9,UK,4152.06
INV-7814,Charlie,Electronics,2024-04-03,2024-04-10,161.43,9,Canada,1452.87
INV-8607,Eve,Books,2024-01-29,2024-02-02,345.63,2,Germany,691.26
INV-9508,Charlie,Toys,2024-09-01,2024-09-04,421.95,8,Canada,3375.6
,Charlie,Clothing,2024-07-18,2024-07-25,174.64,4,Germany,698.56
INV-1468,Bob,Beauty,2024-05-11,2024-05-14,238.53,10,Australia,2385.3
INV-3716,Charlie,Books,2024-08-16,2024-08-17,351.26,5,Germany,1756.3
INV-9772,Bob,Toys,2024-05-28,2024-06-02,363.85,10,Germany,3638.5
INV-2696,Diana,Toys,2024-06-02,2024-06-06,106.16,1,Canada,106.16
INV-2739,Frank,Beauty,2024-01-04,2024-01-07,383.24,4,Australia,1532.96
INV-3543,Diana,Electronics,2024-08-15,2024-08-16,179.35,5,UK,896.75
INV-6778,Charlie,Toys,2024-01-09,2024-01-14,165.72,1,Germany,165.72
INV-1423,Alice,Beauty,2024-07-09,2024-07-14,34.98,3,UK,104.94
INV-1306,Bob,Clothing,2024-02-13,2024-02-18,379.77,6,USA,2278.62
INV-1840,Eve,Beauty,2024-07-02,2024-07-03,316.81,7,UK,2217.67
INV-5771,Bob,Books,2024-08-04,2024-08-06,276.1,2,USA,552.2
INV-1355,Frank,Beauty,2024-05-16,2024-05-20,16.54,10,Australia,165.4
INV-9022,Bob,Clothing,2024-07-19,2024-07-25,174.4,4,USA,697.6
INV-8800,Eve,Beauty,2024-05-30,2024-06-04,182.77,1,France,182.77
INV-2735,Bob,Electronics,2024-10-20,2024-10-21,325.06,7,Canada,2275.42
INV-5500,Charlie,Books,2024-09-08,2024-09-11,86.59,6,USA,519.54
INV-8709,Charlie,Books,2024-09-25,2024-10-02,164.19,6,Germany,985.14
INV-6363,Frank,Electronics,2024-06-25,2024-06-26,376.84,4,Germany,1507.36
INV-6367,Bob,Beauty,2024-02-03,2024-02-06,439.41,8,USA,3515.28
INV-4117,Bob,Beauty,2024-11-09,2024-11-13,243.53,9,USA,2191.77
INV-4264,Alice,Clothing,2024-03-24,2024-03-29,443.32,3,USA,1329.96
INV-4432,Frank,Clothing,2024-09-10,2024-09-16,238.73,8,UK,1909.84
INV-1327,Diana,Books,2024-05-19,2024-05-25,280.1,2,Australia,560.2
INV-6673,Bob,Groceries,2024-09-11,2024-09-16,130.21,2,Australia,260.42
INV-3264,Charlie,Books,2024-05-13,2024-05-15,173.21,2,USA,346.42
INV-3952,Diana,Electronics,2024-08-18,2024-08-19,383.66,5,USA,1918.3
INV-7731,Eve,Toys,2024-07-02,2024-07-04,337.56,10,Canada,3375.6
INV-9249,Alice,Toys,2024-08-13,2024-08-16,489.43,1,Australia,489.43
INV-3918,Diana,Electronics,2024-06-16,2024-06-20,89.3,4,Canada,357.2
INV-9260,Frank,Clothing,2024-01-11,2024-01-15,308.46,7,Canada,2159.22
INV-9357,Frank,Groceries,2024-12-15,2024-12-21,250.19,3,France,750.57
INV-5567,Charlie,Toys,2024-03-04,2024-03-05,10.37,10,UK,103.7
INV-3136,Diana,Groceries,2024-10-31,2024-11-02,209.22,3,France,627.66
INV-7094,Charlie,Books,2024-03-26,2024-03-28,418.12,5,USA,2090.6
INV-1103,Diana,Toys,2024-04-20,2024-04-27,141.14,3,UK,423.42
INV-6590,Alice,Electronics,2024-12-02,2024-12-06,59.37,4,Germany,237.48
INV-4500,Eve,Toys,2024-10-28,2024-11-02,306.4,5,USA,1532.0
INV-4105,Charlie,Groceries,2024-01-22,2024-01-26,33.23,9,France,299.07
INV-3301,Eve,Toys,2024-07-19,2024-07-20,368.58,3,France,1105.74
INV-9413,Charlie,Electronics,2024-03-14,2024-03-21,138.3,4,Canada,553.2
INV-5205,Eve,Toys,2024-11-15,2024-11-17,329.31,10,UK,3293.1
INV-5561,Diana,Groceries,2024-03-14,2024-03-17,55.78,4,France,223.12
INV-6157,Charlie,Books,2024-03-09,2024-03-13,343.91,5,Germany,1719.55
INV-6572,Diana,Groceries,2024-09-07,2024-09-08,444.39,1,Australia,444.39
INV-2377,Frank,Electronics,2024-02-19,2024-02-26,291.73,8,Australia,2333.84
INV-6080,Alice,Groceries,2024-04-22,2024-04-29,145.27,7,France,1016.89
INV-6850,Eve,Beauty,2024-12-22,2024-12-23,94.13,6,Australia,564.78
INV-9408,Eve,Books,2024-10-31,2024-11-07,349.8,5,Germany,1749.0
INV-1303,Alice,Books,2024-02-06,2024-02-09,425.69,5,France,2128.45
INV-5167,Eve,Beauty,2024-05-18,2024-05-19,26.3,6,Australia,157.8
INV-5451,Diana,Electronics,2024-07-06,2024-07-12,296.06,2,UK,592.12
INV-9356,Charlie,Toys,2024-07-20,2024-07-22,135.2,1,Canada,135.2
INV-8666,Frank,Electronics,2024-02-06,2024-02-10,218.37,10,France,2183.7
INV-7665,Charlie,Beauty,2024-12-01,2024-12-08,101.62,3,Australia,304.86
INV-9738,Charlie,Electronics,2024-03-22,2024-03-23,135.69,3,USA,407.07
INV-4177,Bob,Books,2024-09-21,2024-09-22,258.13,7,USA,1806.91
INV-2508,Diana,Clothing,2024-01-23,2024-01-28,20.13,2,Germany,40.26
INV-2968,Charlie,Beauty,2024-09-17,2024-09-24,48.59,7,Australia,340.13
INV-9454,Diana,Clothing,2024-05-11,2024-05-13,42.11,5,Australia,210.55
INV-8917,Charlie,Beauty,2024-09-04,2024-09-05,208.27,6,France,1249.62
INV-5499,Frank,Groceries,2024-09-19,2024-09-23,245.77,3,France,737.31
INV-1481,Diana,Beauty,2024-06-27,2024-06-30,131.51,1,France,131.51
INV-5696,Charlie,Clothing,2024-10-28,2024-11-04,27.76,9,Australia,249.84
INV-7975,Bob,Toys,2024-08-01,2024-08-08,143.23,1,UK,143.23
INV-3874,Bob,Clothing,2024-06-22,2024-06-29,290.29,10,Germany,2902.9
INV-8201,Diana,Toys,2024-08-25,2024-08-31,221.59,9,France,1994.31
INV-7560,Diana,Electronics,2024-02-01,2024-02-07,44.22,1,UK,44.22
INV-1277,Alice,Groceries,2024-09-06,2024-09-13,249.28,8,Germany,1994.24
INV-5304,Alice,Groceries,2024-03-18,2024-03-25,379.21,3,Australia,1137.63
INV-4049,Charlie,Clothing,2024-01-08,2024-01-09,222.72,5,UK,1113.6
INV-3345,Alice,Groceries,2024-10-10,2024-10-14,326.2,2,UK,652.4
INV-6810,Frank,Electronics,2024-04-14,2024-04-19,322.35,3,USA,967.05
INV-4417,Frank,Beauty,2024-08-30,2024-09-02,317.19,2,France,634.38
INV-9898,Bob,Clothing,2024-06-17,2024-06-19,7.1,4,UK,28.4
INV-4724,Eve,Clothing,2024-08-07,2024-08-11,494.3,9,UK,4448.7
INV-4144,Bob,Beauty,2024-05-01,2024-05-05,305.1,8,USA,2440.8
INV-7040,Frank,Beauty,2024-05-13,2024-05-14,261.79,10,Canada,2617.9
INV-8750,Diana,Electronics,2024-05-13,2024-05-17,189.24,1,Germany,189.24
INV-5718,Charlie,Books,2024-10-15,2024-10-16,221.55,9,France,1993.95
INV-3853,Frank,Clothing,2024-12-17,2024-12-21,249.51,10,UK,2495.1
INV-5577,Bob,Toys,2024-05-21,2024-05-24,182.74,10,USA,1827.4
INV-6871,Diana,Beauty,2024-05-26,2024-05-28,472.37,4,USA,1889.48
INV-3881,Alice,Toys,2024-02-14,2024-02-19,214.88,5,France,1074.4
INV-1927,Frank,Toys,2024-04-13,2024-04-19,388.19,10,Canada,3881.9
INV-7709,Eve,Electronics,2024-02-03,2024-02-09,384.41,1,France,384.41
INV-6332,Charlie,Clothing,2024-02-25,2024-03-01,300.08,3,France,900.24
INV-7618,Frank,Electronics,2024-05-28,2024-06-03,401.05,5,Germany,2005.25
INV-8791,Frank,Books,2024-12-02,2024-12-06,496.78,5,Australia,2483.9
INV-4268,Alice,Toys,2024-12-30,2025-01-01,245.97,3,Australia,737.91
INV-8006,Bob,Beauty,2024-04-01,2024-04-08,195.37,4,UK,781.48
INV-7756,Bob,Books,2024-07-05,2024-07-06,131.8,1,Canada,131.8
INV-8205,Diana,Beauty,2024-03-31,2024-04-03,285.87,3,UK,857.61
INV-8652,Bob,Clothing,2024-10-20,2024-10-25,341.61,7,Germany,2391.27
INV-2564,Eve,Books,2024-04-17,2024-04-24,59.91,6,USA,359.46
INV-6861,Diana,Beauty,2024-06-26,2024-06-29,485.78,6,Germany,2914.68
INV-5019,Diana,Toys,2024-11-30,2024-12-02,31.99,6,Australia,191.94
INV-9668,Bob,Beauty,2024-11-16,2024-11-20,170.5,9,France,1534.5
INV-1143,Diana,Electronics,2024-01-12,2024-01-17,191.55,9,Germany,1723.95
INV-9757,Eve,Electronics,2024-11-20,2024-11-23,438.51,4,Canada,1754.04
INV-2426,Diana,Books,2024-04-08,2024-04-13,78.39,6,France,470.34
INV-6432,Charlie,Groceries,2024-05-18,2024-05-21,139.87,7,Germany,979.09
INV-5415,Bob,Electronics,2024-04-15,2024-04-18,350.94,8,USA,2807.52
INV-3351,Charlie,Books,2024-04-01,2024-04-08,281.69,6,USA,1690.14
INV-1204,Charlie,Clothing,2024-06-04,2024-06-08,136.32,10,France,1363.2
INV-1111,Charlie,Clothing,2024-04-25,2024-04-26,477.76,6,Germany,2866.56
INV-3879,Eve,Beauty,2024-11-15,2024-11-21,414.08,3,Germany,1242.24
INV-5749,Diana,Electronics,2024-04-15,2024-04-20,176.09,2,Canada,352.18
INV-4828,Diana,Clothing,2024-12-18,2024-12-22,260.52,6,UK,1563.12
INV-5588,Bob,Books,2024-04-19,2024-04-26,251.84,1,France,251.84
INV-9395,Bob,Groceries,2024-08-28,2024-09-02,442.71,10,Australia,4427.1
INV-1201,Alice,Books,2024-01-04,2024-01-07,97.46,6,Germany,584.76
INV-3884,Eve,Beauty,2024-11-02,2024-11-07,408.42,10,France,4084.2
INV-9647,Frank,Toys,2024-07-30,2024-07-31,98.26,1,USA,98.26
INV-8184,Charlie,Books,2024-03-20,2024-03-21,319.91,4,Germany,1279.64
INV-2107,Alice,Toys,2024-10-11,2024-10-14,234.63,3,Canada,703.89
INV-9647,Frank,Clothing,2024-04-17,2024-04-18,385.01,9,Australia,3465.09
INV-9228,Charlie,Toys,2024-06-27,2024-07-04,379.67,1,Australia,379.67
INV-7203,Frank,Groceries,2024-12-29,2024-12-31,471.11,8,France,3768.88
INV-7658,Frank,Groceries,2024-01-04,2024-01-09,51.26,1,Australia,51.26
INV-5521,Eve,Electronics,2024-08-24,2024-08-30,251.55,4,Germany,1006.2
INV-9132,Diana,Books,2024-10-31,2024-11-04,33.09,1,USA,33.09
INV-2528,Diana,Beauty,2024-10-16,2024-10-22,431.45,3,Germany,1294.35
INV-1060,Alice,Clothing,2024-03-22,2024-03-24,159.41,8,USA,1275.28
INV-3216,Eve,Groceries,2024-01-12,2024-01-16,331.57,4,Australia,1326.28
INV-7640,Alice,Electronics,2024-05-02,2024-05-09,467.28,10,Germany,4672.8
INV-1082,Charlie,Clothing,2024-12-14,2024-12-18,318.52,1,Australia,318.52
INV-6473,Bob,Beauty,2024-09-03,2024-09-07,179.84,2,Germany,359.68
INV-7600,Frank,Beauty,2024-05-12,2024-05-14,141.13,3,Germany,423.39
INV-1374,Frank,Toys,2024-06-15,2024-06-22,494.39,2,UK,988.78
INV-3452,Frank,Books,2024-07-06,2024-07-13,208.83,1,Germany,208.83
INV-9834,Bob,Beauty,2024-12-25,2024-12-29,448.56,5,USA,2242.8
INV-6321,Diana,Clothing,2024-06-01,2024-06-05,68.21,1,Germany,68.21
INV-2052,Alice,Electronics,2024-01-17,2024-01-18,126.71,4,Canada,506.84
INV-9127,Diana,Books,2024-03-02,2024-03-04,240.19,5,Australia,1200.95
INV-4707,Eve,Clothing,2024-09-01,2024-09-02,94.74,6,USA,568.44
INV-1906,Diana,Toys,2024-10-07,2024-10-14,278.84,3,Germany,836.52
INV-8757,Bob,Books,2024-04-08,2024-04-14,186.47,1,USA,186.47
INV-4287,Bob,Electronics,2024-10-06,2024-10-07,244.24,3,France,732.72
INV-9047,Eve,Beauty,2024-10-24,2024-10-28,310.89,8,Canada,2487.12
INV-5715,Frank,Toys,2024-09-13,2024-09-14,255.57,6,France,1533.42
INV-8703,Diana,Groceries,2024-02-21,2024-02-23,155.37,3,Australia,466.11
INV-1161,Frank,Clothing,2024-05-22,2024-05-26,439.72,4,France,1758.88
INV-8425,Diana,Toys,2024-04-16,2024-04-17,187.14,7,Germany,1309.98
INV-2473,Charlie,Clothing,2024-10-12,2024-10-18,6.82,3,Canada,20.46
INV-8790,Eve,Beauty,2024-10-22,2024-10-27,241.71,8,Australia,1933.68
INV-5688,Charlie,Electronics,2024-08-24,2024-08-31,337.42,9,Canada,3036.78
INV-9549,Alice,Electronics,2024-04-03,2024-04-07,36.22,4,UK,144.88
INV-2297,Frank,Beauty,2024-05-03,2024-05-07,417.47,2,France,834.94
INV-5210,Bob,Beauty,2024-11-06,2024-11-11,448.88,5,Germany,2244.4
INV-5651,Bob,Clothing,2024-05-09,2024-05-10,136.88,9,UK,1231.92
INV-3911,Eve,Toys,2024-01-15,2024-01-18,438.65,4,USA,1754.6
INV-6613,Eve,Beauty,2024-10-21,2024-10-25,446.13,10,UK,4461.3
INV-2066,Bob,Clothing,2024-01-03,2024-01-10,275.34,9,USA,2478.06
INV-1647,Bob,Electronics,2024-07-15,2024-07-20,464.82,3,Germany,1394.46
INV-8309,Frank,Toys,2024-10-14,2024-10-21,375.76,10,Canada,3757.6
INV-8237,Diana,Clothing,2024-02-23,2024-02-27,342.07,10,USA,3420.7
INV-5630,Charlie,Toys,2024-07-02,2024-07-07,443.71,9,Germany,3993.39
INV-9147,Frank,Clothing,2024-05-04,2024-05-11,451.09,7,UK,3157.63
INV-9195,Diana,Groceries,2024-09-27,2024-10-01,403.9,6,UK,2423.4
INV-4528,Eve,Electronics,2024-10-03,2024-10-10,297.8,10,Australia,2978.0
INV-1582,Charlie,Books,2024-08-14,2024-08-16,196.35,8,USA,1570.8
INV-1376,Diana,Electronics,2024-07-19,2024-07-22,297.59,1,Australia,297.59
INV-7525,Frank,Toys,2024-10-19,2024-10-21,436.0,8,USA,3488.0
INV-6913,Charlie,Beauty,2024-11-06,2024-11-12,409.64,2,Germany,819.28
INV-4841,Bob,Beauty,2024-05-06,2024-05-09,46.85,3,UK,140.55
INV-1888,Alice,Clothing,2024-02-16,2024-02-19,127.3,1,UK,127.3
INV-9159,Alice,Toys,2024-07-12,2024-07-18,382.1,2,France,764.2
INV-9218,Eve,Groceries,2024-03-15,2024-03-16,398.01,5,UK,1990.05
INV-7047,Bob,Books,2024-09-09,2024-09-10,366.02,1,Australia,366.02
INV-4895,Frank,Beauty,2024-12-24,2024-12-31,5.11,10,Canada,51.1
INV-9116,Alice,Toys,2024-04-29,2024-04-30,76.34,3,UK,229.02
INV-2612,Bob,Beauty,2024-01-30,2024-02-02,395.68,7,Australia,2769.76
INV-8123,Eve,Toys,2024-04-23,2024-04-29,174.81,6,Canada,1048.86
INV-3382,Charlie,Clothing,2024-07-16,2024-07-21,223.27,1,Canada,223.27
INV-6672,Frank,Clothing,2024-12-19,2024-12-22,472.56,6,USA,2835.36
INV-2382,Diana,Books,2024-03-24,2024-03-27,138.43,3,France,415.29
INV-5734,Bob,Groceries,2024-12-26,2024-12-29,334.87,7,USA,2344.09
INV-3150,Eve,Clothing,2024-09-12,2024-09-17,235.5,3,USA,706.5
INV-6793,Alice,Electronics,2024-03-13,2024-03-18,97.17,6,Australia,583.02
INV-1888,Frank,Toys,2024-02-13,2024-02-18,288.44,7,France,2019.08
INV-2906,Diana,Groceries,2024-01-15,2024-01-17,54.59,8,France,436.72
INV-5324,Alice,Electronics,2024-04-11,2024-04-13,129.35,10,France,1293.5
INV-4291,Alice,Beauty,2024-07-21,2024-07-27,423.62,1,Canada,423.62
INV-8645,Diana,Toys,2024-05-18,2024-05-22,242.51,9,USA,2182.59
INV-1919,Eve,Clothing,2024-02-27,2024-03-05,204.97,1,UK,204.97
INV-9448,Diana,Toys,2024-07-14,2024-07-21,278.39,10,Germany,2783.9
INV-3696,Diana,Books,2024-10-10,2024-10-11,418.27,3,France,1254.81
INV-2011,Bob,Groceries,2024-04-28,2024-05-03,69.83,5,Germany,349.15
INV-8186,Eve,Books,2024-01-09,2024-01-13,32.11,1,Germany,32.11
INV-1008,Charlie,Electronics,2024-03-06,2024-03-13,156.97,3,Australia,470.91
INV-5119,Alice,Electronics,2024-03-09,2024-03-15,471.77,2,Germany,943.54
INV-5110,Bob,Beauty,2024-04-21,2024-04-23,347.3,4,UK,1389.2
INV-7500,Frank,Electronics,2024-08-16,2024-08-18,400.83,5,France,2004.15
INV-8089,Charlie,Electronics,2024-10-16,2024-10-17,86.59,6,Australia,519.54
INV-7677,Diana,Beauty,2024-12-12,2024-12-17,327.23,9,Australia,2945.07
INV-7977,Eve,Beauty,2024-02-16,2024-02-17,181.25,10,Australia,1812.5
INV-7691,Frank,Beauty,2024-06-06,2024-06-13,166.08,3,USA,498.24
INV-4279,Bob,Electronics,2024-07-29,2024-08-05,331.57,7,Australia,2320.99
INV-3622,Eve,Electronics,2024-10-12,2024-10-15,267.58,8,UK,2140.64
INV-7227,Alice,Beauty,2024-10-17,2024-10-22,237.09,3,Germany,711.27
INV-4644,Charlie,Books,2024-11-10,2024-11-14,348.03,6,France,2088.18
INV-7571,Diana,Groceries,2024-09-28,2024-10-02,419.63,4,UK,1678.52
INV-7995,Eve,Beauty,2024-05-28,2024-06-03,132.06,9,UK,1188.54
INV-3120,Charlie,Clothing,2024-11-09,2024-11-16,361.5,7,Australia,2530.5
INV-7615,Frank,Clothing,2024-01-06,2024-01-10,398.93,8,USA,3191.44
INV-4846,Diana,Clothing,2024-04-20,2024-04-22,266.59,7,USA,1866.13
INV-1568,Frank,Toys,2024-09-09,2024-09-15,145.03,1,UK,145.03
INV-9937,Charlie,Clothing,2024-11-23,2024-11-24,437.62,1,Unknown,437.62
INV-6043,Bob,Books,2024-07-15,2024-07-20,472.83,7,UK,3309.81
INV-5233,Eve,Groceries,2024-06-29,2024-07-02,89.81,9,France,808.29
INV-7380,Alice,Books,2024-07-03,2024-07-09,432.52,5,Canada,2162.6
INV-8523,Diana,Books,2024-01-04,2024-01-07,366.06,5,France,1830.3
INV-2524,Frank,Books,2024-07-19,2024-07-23,108.94,5,Australia,544.7
INV-7141,Alice,Electronics,2024-07-16,2024-07-21,158.04,4,USA,632.16
INV-8097,Frank,Groceries,2024-06-22,2024-06-27,96.67,9,France,870.03
INV-3256,Bob,Electronics,2024-04-27,2024-05-02,88.58,5,UK,442.9
INV-9557,Bob,Groceries,2024-06-04,2024-06-10,321.87,10,USA,3218.7
INV-2294,Eve,Toys,2024-02-24,2024-02-29,69.61,5,UK,348.05
INV-9365,Eve,Toys,2024-02-06,2024-02-12,331.96,5,Canada,1659.8
INV-2818,Bob,Clothing,2024-01-24,2024-01-31,45.91,3,Canada,137.73
INV-8025,Eve,Books,2024-05-26,2024-05-29,90.48,6,UK,542.88
INV-7780,Charlie,Beauty,2024-09-30,2024-10-06,144.33,7,UK,1010.31
INV-2813,Bob,Electronics,2024-01-15,2024-01-17,312.53,10,UK,3125.3
INV-4434,Eve,Beauty,2024-05-18,2024-05-20,218.1,5,UK,1017.3499999999999
INV-6945,Diana,Clothing,2024-10-25,2024-11-01,37.22,2,Canada,74.44
INV-3101,Bob,Groceries,2024-12-27,2025-01-03,452.7,2,Canada,905.4
INV-8577,Bob,Toys,2024-09-26,2024-10-02,128.5,2,Australia,257.0
INV-5391,Charlie,Books,2024-07-31,2024-08-02,248.43,7,Canada,1739.01
INV-9581,Eve,Electronics,2024-06-30,2024-07-03,111.06,2,USA,222.12
INV-2865,Alice,Beauty,2024-07-22,2024-07-28,193.56,10,Australia,1935.6
INV-7897,Diana,Beauty,2024-11-03,2024-11-08,89.05,7,France,623.35
INV-6041,Eve,Groceries,2024-07-08,2024-07-14,48.0,10,France,480.0
INV-8607,Alice,Books,2024-11-04,2024-11-07,448.34,7,USA,3138.38
INV-4341,Charlie,Electronics,2024-08-25,2024-09-01,415.74,5,France,2078.7
INV-7491,Frank,Groceries,2024-12-22,2024-12-23,322.74,2,Canada,645.48
INV-2055,Alice,Electronics,2024-10-14,2024-10-21,350.29,4,USA,1401.16
INV-2282,Alice,Books,2024-03-19,2024-03-23,178.98,10,USA,1789.8
INV-9453,Alice,Groceries,2024-06-07,2024-06-12,284.97,9,Australia,2564.73
INV-7821,Bob,Books,2024-01-25,2024-01-30,247.79,3,Germany,743.37
INV-7392,Eve,Groceries,2024-02-04,2024-02-06,92.37,4,USA,369.48
INV-3446,Frank,Beauty,2024-10-22,2024-10-29,402.06,6,France,2412.36
INV-4049,Diana,Toys,2024-02-14,2024-02-17,44.61,1,France,44.61
INV-1836,Charlie,Toys,2024-09-23,2024-09-26,463.24,4,Canada,1852.96
INV-9407,Charlie,Beauty,2024-08-02,2024-08-07,91.57,10,USA,915.7
INV-8966,Bob,Clothing,2024-08-19,2024-08-20,295.92,7,France,2071.44
INV-7384,Eve,Beauty,2024-03-14,2024-03-16,55.24,6,Canada,331.44
INV-9021,Frank,Electronics,2024-01-12,2024-01-13,482.87,5,France,2414.35
INV-1809,Charlie,Toys,2024-03-19,2024-03-24,356.88,2,USA,713.76
INV-9269,Eve,Groceries,2024-10-18,2024-10-25,433.91,3,Australia,1301.73
INV-3096,Diana,Groceries,2024-03-03,2024-03-08,249.68,6,Germany,1498.08
INV-4737,Alice,Beauty,2024-06-25,2024-07-01,236.21,8,Germany,1889.68
INV-3228,Frank,Clothing,2024-01-16,2024-01-21,215.72,10,Canada,2157.2
INV-3937,Frank,Beauty,2024-08-21,2024-08-25,99.25,1,UK,99.25
INV-9304,Eve,Groceries,2024-09-21,2024-09-24,463.34,9,Canada,4170.06
INV-8637,Eve,Groceries,2024-08-21,2024-08-26,286.34,6,Canada,1718.04
INV-5215,Bob,Toys,2024-05-21,2024-05-26,464.43,3,Germany,1393.29
INV-9616,Alice,Electronics,2024-10-31,2024-11-01,385.03,10,Australia,3850.3
INV-1931,Bob,Beauty,2024-03-21,2024-03-24,171.0,4,UK,684.0
INV-7293,Frank,Books,2024-05-12,2024-05-18,294.12,7,Australia,2058.84
INV-7137,Alice,Toys,2024-07-06,2024-07-10,175.27,7,France,1226.89
INV-9676,Diana,Groceries,2024-05-13,2024-05-17,384.94,10,USA,3849.4
INV-1136,Frank,Groceries,2024-09-03,2024-09-04,336.35,9,USA,3027.15
INV-4908,Alice,Beauty,2024-08-10,2024-08-14,137.36,1,Canada,137.36
INV-2414,Frank,Electronics,2024-09-13,2024-09-14,124.05,2,France,248.1
INV-1182,Bob,Groceries,2024-08-25,2024-08-31,150.7,5,Germany,753.5
INV-3279,Charlie,Toys,2024-08-16,2024-08-20,242.11,10,USA,2421.1
